Job_ID,Job_Title,Company,Industry,Location,Experience_Years,Salary_INR,Employment_Type,Company_Size,Education_Required,Hiring_Urgency,Open_Positions,Applicant_Count,Skills,Posted_Date
AIJ100310,MLOps Engineer,DataSphere,Healthcare,Bangalore,8,649188,Remote,Mid-size,PhD,High,8,435,"Azure, LLMs, Machine Learning, PyTorch, TensorFlow",2026-01-01
AIJ100311,AI Researcher,TechNova,SaaS,Mumbai,9,3748119,Hybrid,Enterprise,Bachelor's,Low,19,310,"Azure, Excel, NLP, PyTorch, TensorFlow",2025-10-31
AIJ100312,Computer Vision Engineer,QuantEdge,SaaS,Kolkata,1,4747864,Hybrid,Mid-size,Master's,High,12,63,"Excel, LLMs, PyTorch, SQL, TensorFlow",2026-06-05
AIJ100313,AI Engineer,InnoTech,EdTech,Hyderabad,9,1898205,Remote,Enterprise,Bachelor's,High,12,476,"Azure, Excel, Machine Learning, NLP, TensorFlow",2025-12-09
AIJ100314,LLM Engineer,CloudMind,Finance,Ahmedabad,4,2025051,Onsite,Enterprise,Bachelor's,Low,12,183,"LLMs, NLP, PyTorch, Python, Statistics",2025-06-26
AIJ100315,LLM Engineer,DataSphere,Healthcare,Remote,9,1328189,Remote,Startup,PhD,High,20,112,"AWS, Deep Learning, Excel, SQL, Tableau",2025-07-31
AIJ100316,Data Scientist,CloudMind,Cybersecurity,Mumbai,11,3031674,Remote,Enterprise,Bachelor's,Low,13,421,"AWS, NLP, Power BI, PyTorch, Python",2026-03-04
AIJ100317,AI Engineer,Insight Labs,Finance,Kolkata,11,910630,Hybrid,Mid-size,Bachelor's,Low,10,41,"Azure, Deep Learning, LLMs, NLP, PyTorch",2026-05-10
AIJ100318,AI Researcher,InnoTech,Cybersecurity,Ahmedabad,6,3605005,Onsite,Startup,Bachelor's,High,6,343,"Azure, Deep Learning, LLMs, Machine Learning, SQL",2025-07-26
AIJ100319,Machine Learning Engineer,TechNova,Healthcare,Hyderabad,7,1822828,Hybrid,Startup,Master's,Low,4,35,"Excel, Power BI, PyTorch, SQL, Statistics",2025-11-25
AIJ100320,Data Analyst,TechNova,Healthcare,Mumbai,3,4622490,Hybrid,Enterprise,PhD,Medium,1,398,"LLMs, Power BI, Python, SQL, TensorFlow",2026-04-21
AIJ100321,Prompt Engineer,CloudMind,Healthcare,Noida,14,4778683,Remote,Startup,Master's,Medium,17,138,"Excel, Machine Learning, NLP, Power BI, Statistics",2025-12-29
AIJ100322,LLM Engineer,NextGen AI,Retail,Hyderabad,8,3664210,Hybrid,Mid-size,Master's,Low,17,362,"Deep Learning, LLMs, NLP, PyTorch, Statistics",2025-06-17
AIJ100323,LLM Engineer,AIWorks,Telecom,Kolkata,15,4698105,Onsite,Startup,PhD,High,6,323,"Excel, Machine Learning, Python, Statistics, TensorFlow",2025-12-18
AIJ100324,Computer Vision Engineer,CloudMind,Logistics,Delhi,10,4757126,Remote,Mid-size,Bachelor's,Low,19,69,"Machine Learning, NLP, Power BI, Tableau, TensorFlow",2025-09-24
AIJ100325,NLP Engineer,TechNova,Healthcare,Chennai,3,1794160,Onsite,Enterprise,Bachelor's,High,14,141,"AWS, Power BI, Python, SQL, Statistics",2025-08-27
AIJ100326,Machine Learning Engineer,NextGen AI,Cybersecurity,Remote,3,4583557,Onsite,Enterprise,Bachelor's,Medium,16,55,"AWS, Excel, NLP, Power BI, Python",2026-05-18
AIJ100327,AI Researcher,DataSphere,Cybersecurity,Bangalore,0,2638006,Hybrid,Mid-size,PhD,Low,18,331,"AWS, Machine Learning, NLP, PyTorch, TensorFlow",2025-07-19
AIJ100328,Prompt Engineer,AIWorks,EdTech,Delhi,6,2821232,Remote,Startup,Bachelor's,Low,17,145,"LLMs, Machine Learning, SQL, Statistics, TensorFlow",2026-04-09
AIJ100329,NLP Engineer,DataSphere,SaaS,Pune,14,4609259,Hybrid,Mid-size,Bachelor's,Low,4,476,"AWS, Azure, LLMs, NLP, PyTorch",2026-03-12
AIJ100330,Prompt Engineer,AIWorks,Logistics,Delhi,10,4467908,Remote,Enterprise,Bachelor's,Low,17,67,"Excel, LLMs, Machine Learning, SQL, TensorFlow",2026-01-13
AIJ100331,AI Researcher,CloudMind,Healthcare,Hyderabad,0,2365133,Hybrid,Startup,Master's,Low,13,423,"Azure, Deep Learning, Excel, NLP, Tableau",2025-10-07
AIJ100332,AI Engineer,DataSphere,Cybersecurity,Pune,2,3679461,Hybrid,Startup,Bachelor's,Low,18,151,"AWS, Machine Learning, PyTorch, SQL, Tableau",2025-07-11
AIJ100333,Data Scientist,AIWorks,Retail,Bangalore,5,3553175,Hybrid,Enterprise,PhD,High,20,345,"AWS, Azure, Machine Learning, NLP, PyTorch",2026-02-10
AIJ100334,AI Engineer,InnoTech,EdTech,Mumbai,15,683956,Hybrid,Enterprise,Bachelor's,Medium,12,82,"AWS, Azure, Deep Learning, Excel, Statistics",2026-05-27
AIJ100335,Prompt Engineer,AIWorks,EdTech,Chennai,14,1594902,Onsite,Startup,PhD,Low,6,23,"LLMs, Machine Learning, Power BI, Python, Tableau",2025-08-15
AIJ100336,Prompt Engineer,DataSphere,Logistics,Remote,15,638970,Remote,Startup,PhD,Medium,7,32,"Deep Learning, LLMs, Power BI, PyTorch, Python",2025-07-27
AIJ100337,Machine Learning Engineer,Insight Labs,Telecom,Hyderabad,13,4325623,Remote,Startup,Bachelor's,High,7,302,"Azure, LLMs, NLP, Statistics, Tableau",2025-12-01
AIJ100338,Machine Learning Engineer,TechNova,Logistics,Bangalore,9,2227857,Hybrid,Enterprise,PhD,Medium,12,184,"Azure, NLP, Power BI, Python, SQL",2026-04-17
AIJ100339,Prompt Engineer,AIWorks,Logistics,Mumbai,0,669362,Remote,Mid-size,PhD,Low,3,426,"AWS, Azure, LLMs, Machine Learning, Statistics",2025-06-12
AIJ100340,Data Analyst,AIWorks,SaaS,Bangalore,7,2987036,Hybrid,Enterprise,Bachelor's,Low,11,385,"Deep Learning, Excel, NLP, PyTorch, SQL",2026-03-25
AIJ100341,Data Scientist,NextGen AI,Healthcare,Remote,11,3905760,Onsite,Startup,Master's,Low,13,61,"Deep Learning, LLMs, NLP, Power BI, Python",2025-07-12
AIJ100342,Prompt Engineer,NextGen AI,Logistics,Mumbai,2,4522709,Hybrid,Enterprise,Bachelor's,Low,20,493,"Excel, Machine Learning, NLP, SQL, Tableau",2025-06-22
AIJ100343,Data Analyst,CloudMind,Cybersecurity,Kolkata,13,4544573,Onsite,Mid-size,PhD,Medium,6,259,"AWS, Deep Learning, Machine Learning, SQL, Statistics",2025-08-03
AIJ100344,Computer Vision Engineer,InnoTech,Finance,Chennai,9,3350464,Hybrid,Enterprise,PhD,Medium,17,173,"AWS, LLMs, PyTorch, Python, TensorFlow",2025-11-25
AIJ100345,AI Researcher,TechNova,Retail,Mumbai,7,4043762,Remote,Enterprise,PhD,High,7,461,"Azure, Excel, NLP, PyTorch, SQL",2026-05-18
AIJ100346,Data Scientist,TechNova,Retail,Hyderabad,1,2735738,Hybrid,Enterprise,PhD,Medium,14,168,"Azure, Excel, PyTorch, Python, TensorFlow",2026-02-07
AIJ100347,MLOps Engineer,Insight Labs,EdTech,Mumbai,1,1382553,Hybrid,Enterprise,Bachelor's,Medium,8,331,"Excel, LLMs, PyTorch, Statistics, Tableau",2025-07-02
AIJ100348,AI Researcher,TechNova,Cybersecurity,Kolkata,0,3533725,Onsite,Enterprise,Master's,Low,18,267,"AWS, Excel, Machine Learning, Tableau, TensorFlow",2025-08-05
AIJ100349,NLP Engineer,NextGen AI,SaaS,Hyderabad,14,2179328,Remote,Enterprise,Master's,High,7,94,"Azure, Excel, Python, SQL, Tableau",2025-11-26
AIJ100350,AI Engineer,DataSphere,Cybersecurity,Ahmedabad,4,1731460,Onsite,Enterprise,PhD,Medium,12,367,"Azure, Deep Learning, SQL, Statistics, TensorFlow",2025-07-13
AIJ100351,MLOps Engineer,Insight Labs,Finance,Ahmedabad,1,4026505,Hybrid,Enterprise,Bachelor's,High,3,132,"LLMs, Machine Learning, Python, Statistics, TensorFlow",2026-02-09
AIJ100352,LLM Engineer,QuantEdge,Healthcare,Ahmedabad,11,3344732,Remote,Mid-size,Bachelor's,High,5,222,"Deep Learning, Machine Learning, SQL, Statistics, Tableau",2025-10-20
AIJ100353,Machine Learning Engineer,CloudMind,Cybersecurity,Mumbai,7,1778611,Remote,Mid-size,Bachelor's,High,7,496,"Machine Learning, Power BI, PyTorch, Python, TensorFlow",2026-05-25
AIJ100354,AI Researcher,CloudMind,Logistics,Delhi,15,2869923,Onsite,Mid-size,Master's,Medium,20,461,"LLMs, Machine Learning, NLP, Python, Tableau",2026-04-06
AIJ100355,NLP Engineer,AIWorks,Finance,Noida,7,2556163,Remote,Mid-size,Bachelor's,Low,8,259,"Azure, LLMs, NLP, PyTorch, Statistics",2026-04-05
AIJ100356,NLP Engineer,DataSphere,EdTech,Remote,2,755478,Onsite,Enterprise,Master's,Medium,3,139,"AWS, Deep Learning, LLMs, Power BI, PyTorch",2025-09-04
AIJ100357,Machine Learning Engineer,AIWorks,Cybersecurity,Noida,5,3118083,Hybrid,Mid-size,PhD,Low,13,152,"Excel, Power BI, PyTorch, Statistics, Tableau",2025-11-15
AIJ100358,AI Researcher,NextGen AI,Finance,Ahmedabad,5,850329,Onsite,Mid-size,Bachelor's,Low,10,34,"AWS, LLMs, Power BI, Python, Tableau",2026-02-11
AIJ100359,LLM Engineer,DataSphere,Telecom,Hyderabad,2,1373659,Remote,Enterprise,Master's,High,8,349,"Azure, Deep Learning, LLMs, Power BI, SQL",2025-07-13
AIJ100360,Computer Vision Engineer,Insight Labs,Cybersecurity,Bangalore,11,2660632,Hybrid,Startup,Master's,Medium,13,447,"AWS, NLP, Python, SQL, Tableau",2025-06-14
AIJ100361,Data Analyst,DataSphere,Healthcare,Remote,7,1796322,Onsite,Mid-size,Bachelor's,High,4,311,"Excel, LLMs, Machine Learning, Power BI, Python",2025-10-08
AIJ100362,Data Analyst,AIWorks,Retail,Remote,5,3235088,Remote,Enterprise,Master's,High,1,489,"Azure, Deep Learning, Excel, LLMs, Statistics",2025-11-04
AIJ100363,Data Analyst,InnoTech,Finance,Pune,15,3129023,Remote,Mid-size,Bachelor's,High,2,232,"AWS, NLP, Python, Tableau, TensorFlow",2026-03-25
AIJ100364,Data Scientist,TechNova,Finance,Noida,7,2663251,Onsite,Startup,PhD,Medium,5,10,"LLMs, Machine Learning, NLP, Power BI, TensorFlow",2026-04-04
AIJ100365,AI Researcher,DataSphere,Finance,Chennai,0,595385,Hybrid,Enterprise,Bachelor's,High,18,346,"Deep Learning, Excel, Machine Learning, Statistics, Tableau",2025-07-02
AIJ100366,AI Engineer,NextGen AI,Cybersecurity,Delhi,7,4706412,Hybrid,Enterprise,PhD,Low,9,95,"Excel, Power BI, SQL, Statistics, TensorFlow",2025-07-04
AIJ100367,AI Researcher,QuantEdge,EdTech,Hyderabad,14,2773623,Onsite,Startup,Bachelor's,Low,6,457,"Deep Learning, NLP, PyTorch, Python, Tableau",2026-05-14
AIJ100368,Data Analyst,CloudMind,Retail,Ahmedabad,9,3602921,Onsite,Mid-size,Bachelor's,High,1,160,"Azure, Excel, Machine Learning, Tableau, TensorFlow",2025-09-24
AIJ100369,Computer Vision Engineer,CloudMind,Retail,Delhi,0,4193150,Remote,Startup,Bachelor's,High,4,274,"Deep Learning, NLP, Power BI, PyTorch, Statistics",2025-07-26
AIJ100370,AI Engineer,AIWorks,Finance,Chennai,7,2464311,Hybrid,Mid-size,Bachelor's,Medium,4,484,"Deep Learning, NLP, Power BI, PyTorch, Python",2026-03-27
AIJ100371,AI Researcher,NextGen AI,Healthcare,Delhi,7,1882911,Hybrid,Enterprise,PhD,High,15,180,"Deep Learning, Excel, Power BI, Statistics, Tableau",2026-03-24
AIJ100372,NLP Engineer,CloudMind,Telecom,Ahmedabad,2,4959199,Onsite,Mid-size,PhD,High,15,64,"LLMs, Machine Learning, SQL, Statistics, Tableau",2026-01-17
AIJ100373,LLM Engineer,CloudMind,Retail,Pune,15,4859444,Hybrid,Enterprise,PhD,Medium,3,134,"Deep Learning, Excel, Machine Learning, Python, Tableau",2026-03-18
AIJ100374,LLM Engineer,AIWorks,Finance,Mumbai,13,3026706,Hybrid,Enterprise,Bachelor's,Low,1,278,"Azure, Excel, LLMs, Machine Learning, TensorFlow",2026-04-20
AIJ100375,Computer Vision Engineer,DataSphere,Cybersecurity,Delhi,7,2931433,Hybrid,Startup,Master's,Low,19,88,"Azure, Deep Learning, Machine Learning, Python, Tableau",2026-04-18
AIJ100376,AI Researcher,NextGen AI,Healthcare,Kolkata,13,3841288,Onsite,Mid-size,Master's,Low,1,483,"Deep Learning, Excel, Machine Learning, Python, Statistics",2025-09-15
AIJ100377,AI Researcher,QuantEdge,SaaS,Chennai,11,4563416,Onsite,Enterprise,Bachelor's,Medium,15,153,"AWS, LLMs, Machine Learning, PyTorch, Tableau",2025-11-11
AIJ100378,Computer Vision Engineer,InnoTech,SaaS,Mumbai,13,2047195,Hybrid,Enterprise,PhD,High,19,53,"Excel, LLMs, PyTorch, Python, TensorFlow",2026-06-05
AIJ100379,NLP Engineer,NextGen AI,Cybersecurity,Delhi,3,4615068,Onsite,Enterprise,Bachelor's,High,18,163,"Machine Learning, NLP, Power BI, Statistics, Tableau",2025-10-23
AIJ100380,Machine Learning Engineer,InnoTech,SaaS,Hyderabad,13,4803947,Onsite,Startup,PhD,Low,7,181,"AWS, Azure, Excel, PyTorch, Tableau",2026-01-25
AIJ100381,Prompt Engineer,DataSphere,Telecom,Hyderabad,10,4215675,Remote,Mid-size,Bachelor's,Low,17,403,"AWS, Power BI, Python, Statistics, TensorFlow",2026-04-15
AIJ100382,Prompt Engineer,Insight Labs,EdTech,Remote,4,2193787,Hybrid,Startup,Master's,High,11,96,"AWS, Deep Learning, Machine Learning, PyTorch, TensorFlow",2026-04-27
AIJ100383,AI Researcher,TechNova,SaaS,Hyderabad,13,1510772,Onsite,Mid-size,PhD,Low,16,161,"Azure, Excel, PyTorch, Python, Statistics",2026-01-16
AIJ100384,AI Engineer,DataSphere,SaaS,Chennai,4,524359,Onsite,Mid-size,PhD,Medium,3,80,"AWS, Deep Learning, LLMs, Machine Learning, Python",2025-10-16
AIJ100385,LLM Engineer,AIWorks,Healthcare,Hyderabad,11,4456437,Remote,Enterprise,Master's,Low,9,413,"Excel, NLP, Power BI, SQL, Tableau",2026-02-17
AIJ100386,MLOps Engineer,InnoTech,Telecom,Remote,10,1853963,Onsite,Startup,Bachelor's,Low,2,246,"AWS, LLMs, NLP, Statistics, TensorFlow",2025-06-12
AIJ100387,AI Researcher,Insight Labs,Healthcare,Hyderabad,15,1359546,Hybrid,Mid-size,PhD,Low,9,184,"AWS, Azure, Machine Learning, NLP, TensorFlow",2025-10-16
AIJ100388,NLP Engineer,DataSphere,Logistics,Bangalore,1,4219086,Hybrid,Enterprise,Master's,Medium,5,43,"AWS, Azure, Deep Learning, SQL, Statistics",2026-03-14
AIJ100389,AI Researcher,NextGen AI,Cybersecurity,Bangalore,4,3446519,Onsite,Mid-size,PhD,Low,3,405,"AWS, Deep Learning, Power BI, Python, Tableau",2026-02-02
AIJ100390,LLM Engineer,QuantEdge,Finance,Hyderabad,10,2295647,Remote,Enterprise,Bachelor's,High,5,436,"Deep Learning, LLMs, Power BI, Python, Statistics",2025-07-10
AIJ100391,AI Engineer,NextGen AI,Telecom,Noida,6,3824133,Hybrid,Enterprise,PhD,Low,2,303,"AWS, Azure, Deep Learning, SQL, TensorFlow",2026-02-28
AIJ100392,AI Researcher,NextGen AI,EdTech,Chennai,7,2344714,Hybrid,Startup,PhD,High,6,200,"AWS, Deep Learning, Excel, Statistics, Tableau",2026-01-19
AIJ100393,AI Engineer,TechNova,Finance,Ahmedabad,2,2615377,Remote,Enterprise,Master's,Low,13,109,"LLMs, Machine Learning, SQL, Statistics, Tableau",2025-11-20
AIJ100394,LLM Engineer,Insight Labs,Logistics,Ahmedabad,3,1410769,Onsite,Enterprise,PhD,Low,17,66,"Azure, Deep Learning, Excel, Python, Statistics",2025-07-19
AIJ100395,Prompt Engineer,NextGen AI,EdTech,Bangalore,12,1206182,Hybrid,Enterprise,PhD,Medium,2,440,"Excel, LLMs, SQL, Statistics, Tableau",2026-01-14
AIJ100396,Data Scientist,CloudMind,Logistics,Chennai,3,4720307,Remote,Mid-size,Master's,Low,19,439,"Azure, Deep Learning, Machine Learning, PyTorch, Statistics",2026-03-10
AIJ100397,Prompt Engineer,AIWorks,Telecom,Delhi,5,1060446,Remote,Startup,Master's,Medium,2,374,"AWS, Deep Learning, NLP, PyTorch, Tableau",2025-08-22
AIJ100398,MLOps Engineer,QuantEdge,Finance,Bangalore,9,682129,Onsite,Enterprise,Bachelor's,High,13,339,"Deep Learning, LLMs, Machine Learning, NLP, Python",2026-01-28
AIJ100399,Data Scientist,NextGen AI,Telecom,Remote,10,4266599,Hybrid,Enterprise,PhD,Medium,1,142,"AWS, Excel, Machine Learning, SQL, TensorFlow",2025-07-06
AIJ100400,AI Engineer,DataSphere,EdTech,Pune,4,4969692,Hybrid,Mid-size,Bachelor's,Medium,2,393,"Azure, LLMs, NLP, Statistics, TensorFlow",2025-08-24
AIJ100401,AI Researcher,AIWorks,Telecom,Mumbai,4,998039,Onsite,Startup,PhD,Low,5,340,"Azure, Excel, Machine Learning, Power BI, Statistics",2025-10-19
AIJ100402,Data Scientist,DataSphere,SaaS,Delhi,6,828783,Hybrid,Mid-size,PhD,Low,9,179,"Machine Learning, NLP, Power BI, SQL, Statistics",2026-03-21
AIJ100403,MLOps Engineer,AIWorks,Cybersecurity,Remote,8,3913164,Hybrid,Mid-size,PhD,Medium,2,253,"AWS, Azure, Deep Learning, Python, Statistics",2025-09-22
AIJ100404,AI Engineer,AIWorks,EdTech,Bangalore,13,1105184,Remote,Enterprise,Master's,High,10,359,"Deep Learning, Machine Learning, SQL, Statistics, TensorFlow",2026-05-01
AIJ100405,Prompt Engineer,NextGen AI,Telecom,Ahmedabad,8,1328651,Remote,Startup,Bachelor's,Low,18,85,"Deep Learning, LLMs, SQL, Statistics, Tableau",2026-06-04
AIJ100406,Prompt Engineer,CloudMind,Logistics,Delhi,12,2094417,Onsite,Startup,Bachelor's,Medium,1,247,"AWS, LLMs, Machine Learning, NLP, TensorFlow",2025-08-09
AIJ100407,Computer Vision Engineer,Insight Labs,Retail,Ahmedabad,12,3841493,Hybrid,Startup,PhD,Medium,5,377,"AWS, Azure, LLMs, Statistics, TensorFlow",2025-06-20
AIJ100408,Prompt Engineer,TechNova,SaaS,Mumbai,5,1732440,Onsite,Mid-size,Master's,High,20,444,"Deep Learning, Machine Learning, Power BI, PyTorch, SQL",2026-03-03
AIJ100409,Prompt Engineer,TechNova,Finance,Kolkata,0,3861905,Remote,Startup,PhD,High,13,206,"Deep Learning, LLMs, Python, Statistics, Tableau",2026-03-16
AIJ100410,AI Engineer,DataSphere,Finance,Pune,4,4867220,Remote,Enterprise,PhD,High,12,436,"AWS, LLMs, PyTorch, Python, TensorFlow",2026-05-05
AIJ100411,Machine Learning Engineer,DataSphere,Telecom,Bangalore,10,3314026,Hybrid,Startup,Master's,Low,9,368,"Deep Learning, Excel, PyTorch, Python, TensorFlow",2026-02-11
AIJ100412,Data Analyst,DataSphere,Logistics,Delhi,12,4889752,Hybrid,Enterprise,PhD,High,15,171,"AWS, Deep Learning, LLMs, Python, Statistics",2026-03-22
AIJ100413,Data Analyst,TechNova,SaaS,Pune,11,3452989,Hybrid,Startup,PhD,High,8,427,"Deep Learning, LLMs, NLP, Power BI, SQL",2025-10-22
AIJ100414,AI Researcher,TechNova,SaaS,Noida,4,2506336,Remote,Mid-size,Master's,Medium,2,297,"AWS, Azure, Machine Learning, Python, SQL",2025-07-17
AIJ100415,NLP Engineer,InnoTech,EdTech,Mumbai,8,4368197,Onsite,Startup,Bachelor's,Low,10,247,"Deep Learning, NLP, Python, SQL, TensorFlow",2026-06-10
AIJ100416,LLM Engineer,QuantEdge,Finance,Chennai,0,2603367,Hybrid,Startup,Bachelor's,High,4,142,"Azure, Excel, LLMs, Power BI, PyTorch",2026-01-17
AIJ100417,Data Scientist,TechNova,Telecom,Pune,8,2738957,Remote,Enterprise,Bachelor's,High,14,187,"AWS, Python, SQL, Tableau, TensorFlow",2025-09-17
AIJ100418,LLM Engineer,CloudMind,Healthcare,Noida,4,1034854,Remote,Mid-size,Master's,High,9,474,"AWS, Azure, LLMs, Tableau, TensorFlow",2026-05-02
AIJ100419,Data Scientist,CloudMind,EdTech,Remote,2,1241752,Remote,Mid-size,PhD,Medium,17,213,"Deep Learning, LLMs, NLP, PyTorch, Statistics",2025-07-07
AIJ100420,NLP Engineer,CloudMind,Cybersecurity,Kolkata,14,2490240,Hybrid,Startup,Bachelor's,Low,18,391,"Deep Learning, LLMs, NLP, PyTorch, TensorFlow",2025-07-01
AIJ100421,Computer Vision Engineer,AIWorks,Healthcare,Pune,9,1642499,Onsite,Enterprise,Master's,High,19,220,"Azure, LLMs, PyTorch, SQL, TensorFlow",2025-09-12
AIJ100422,AI Researcher,CloudMind,Cybersecurity,Kolkata,4,4659335,Hybrid,Mid-size,PhD,High,10,386,"Azure, Machine Learning, NLP, Power BI, Tableau",2025-07-28
AIJ100423,LLM Engineer,TechNova,Healthcare,Ahmedabad,10,1274568,Hybrid,Enterprise,Bachelor's,High,11,454,"Azure, Deep Learning, LLMs, Machine Learning, Statistics",2025-11-07
AIJ100424,AI Engineer,InnoTech,Healthcare,Mumbai,11,2874364,Hybrid,Mid-size,Bachelor's,Low,15,99,"Deep Learning, NLP, Power BI, Python, Tableau",2026-01-23
AIJ100425,Data Scientist,InnoTech,Retail,Remote,6,2735729,Remote,Startup,Bachelor's,Medium,4,254,"AWS, Machine Learning, PyTorch, SQL, Tableau",2025-12-17
AIJ100426,LLM Engineer,CloudMind,SaaS,Ahmedabad,15,1059564,Hybrid,Mid-size,PhD,High,9,274,"Azure, Deep Learning, Machine Learning, NLP, Python",2025-12-30
AIJ100427,NLP Engineer,TechNova,SaaS,Pune,4,1541230,Remote,Startup,Master's,Medium,15,36,"Excel, PyTorch, Python, Statistics, TensorFlow",2025-07-24
AIJ100428,Machine Learning Engineer,DataSphere,Cybersecurity,Ahmedabad,10,2521238,Hybrid,Startup,Bachelor's,Medium,8,455,"AWS, Excel, Machine Learning, NLP, TensorFlow",2025-12-23
AIJ100429,LLM Engineer,QuantEdge,Logistics,Kolkata,9,1587186,Hybrid,Mid-size,Master's,High,12,55,"Excel, LLMs, Machine Learning, Power BI, Python",2026-06-01
AIJ100430,LLM Engineer,DataSphere,SaaS,Mumbai,10,4885905,Hybrid,Mid-size,Master's,High,2,119,"AWS, Machine Learning, NLP, PyTorch, Python",2025-10-09
AIJ100431,Machine Learning Engineer,NextGen AI,Retail,Bangalore,7,3947467,Hybrid,Enterprise,Bachelor's,Medium,1,492,"AWS, Azure, Deep Learning, Machine Learning, Statistics",2026-03-29
AIJ100432,Data Analyst,QuantEdge,Cybersecurity,Mumbai,14,4147127,Hybrid,Startup,Master's,Medium,10,266,"AWS, NLP, Python, SQL, TensorFlow",2026-01-29
AIJ100433,Prompt Engineer,DataSphere,SaaS,Pune,8,3982862,Onsite,Enterprise,Bachelor's,Low,4,453,"AWS, LLMs, Machine Learning, NLP, Python",2026-03-16
AIJ100434,Data Analyst,TechNova,Finance,Mumbai,13,617378,Remote,Mid-size,PhD,Low,16,386,"Azure, Deep Learning, NLP, Python, SQL",2026-02-06
AIJ100435,Prompt Engineer,QuantEdge,Logistics,Ahmedabad,5,1002516,Remote,Mid-size,Master's,High,17,339,"Azure, Excel, Power BI, Statistics, TensorFlow",2025-11-18
AIJ100436,Computer Vision Engineer,DataSphere,Cybersecurity,Delhi,3,2807161,Remote,Enterprise,Bachelor's,High,19,307,"Excel, LLMs, Machine Learning, Power BI, TensorFlow",2025-09-04
AIJ100437,AI Engineer,InnoTech,EdTech,Delhi,11,2195942,Onsite,Enterprise,PhD,High,2,224,"NLP, Power BI, PyTorch, SQL, Tableau",2025-07-15
AIJ100438,MLOps Engineer,InnoTech,Telecom,Pune,5,1045620,Onsite,Mid-size,PhD,High,16,185,"Deep Learning, LLMs, PyTorch, Statistics, TensorFlow",2025-07-22
AIJ100439,Computer Vision Engineer,QuantEdge,Telecom,Pune,6,3871853,Onsite,Startup,Bachelor's,Low,10,176,"Excel, Machine Learning, Power BI, PyTorch, Python",2025-07-17
AIJ100440,AI Engineer,AIWorks,Cybersecurity,Mumbai,3,4826839,Remote,Enterprise,PhD,High,18,367,"Azure, Excel, Python, Tableau, TensorFlow",2026-03-18
AIJ100441,NLP Engineer,NextGen AI,Healthcare,Hyderabad,2,2102683,Hybrid,Mid-size,Bachelor's,Low,5,27,"Excel, LLMs, Python, Statistics, Tableau",2026-04-12
AIJ100442,LLM Engineer,Insight Labs,Logistics,Hyderabad,7,3549618,Onsite,Enterprise,PhD,Medium,19,48,"AWS, Azure, PyTorch, SQL, Statistics",2026-04-05
AIJ100443,Computer Vision Engineer,CloudMind,Healthcare,Pune,11,4159287,Onsite,Enterprise,PhD,High,20,146,"AWS, Azure, Deep Learning, Excel, Machine Learning",2026-04-29
AIJ100444,Data Analyst,AIWorks,Healthcare,Delhi,1,552198,Onsite,Startup,Bachelor's,Low,16,94,"Excel, Power BI, SQL, Statistics, Tableau",2025-10-19
AIJ100445,Data Analyst,AIWorks,Logistics,Pune,2,3243665,Remote,Mid-size,Bachelor's,High,17,131,"AWS, Azure, Deep Learning, Statistics, Tableau",2026-02-12
AIJ100446,Machine Learning Engineer,AIWorks,Telecom,Ahmedabad,10,4888969,Onsite,Enterprise,Master's,Medium,7,144,"LLMs, Machine Learning, NLP, PyTorch, Python",2026-04-06
AIJ100447,LLM Engineer,Insight Labs,Finance,Pune,10,642636,Remote,Enterprise,PhD,Low,5,179,"Azure, Excel, NLP, Power BI, SQL",2025-07-29
AIJ100448,NLP Engineer,NextGen AI,Healthcare,Bangalore,6,4884752,Hybrid,Enterprise,Bachelor's,Medium,13,395,"Excel, LLMs, NLP, PyTorch, SQL",2025-06-11
AIJ100449,Prompt Engineer,CloudMind,Cybersecurity,Remote,2,1082172,Hybrid,Enterprise,Master's,High,6,297,"AWS, Power BI, Python, SQL, Tableau",2025-08-26
AIJ100450,MLOps Engineer,DataSphere,SaaS,Chennai,14,949757,Onsite,Mid-size,Master's,High,19,381,"Azure, LLMs, NLP, PyTorch, Tableau",2026-05-11
AIJ100451,LLM Engineer,CloudMind,Telecom,Kolkata,15,4470720,Hybrid,Startup,Bachelor's,High,14,489,"Excel, LLMs, NLP, PyTorch, Tableau",2026-04-01
AIJ100452,Machine Learning Engineer,NextGen AI,Finance,Remote,13,4617879,Hybrid,Startup,PhD,Medium,14,160,"Azure, Deep Learning, Machine Learning, SQL, TensorFlow",2025-07-28
AIJ100453,AI Engineer,TechNova,Telecom,Chennai,3,3472904,Remote,Mid-size,Bachelor's,High,14,95,"AWS, Azure, Deep Learning, NLP, TensorFlow",2026-04-16
AIJ100454,Prompt Engineer,DataSphere,Logistics,Ahmedabad,3,1753615,Hybrid,Mid-size,Master's,High,16,417,"AWS, NLP, Python, Tableau, TensorFlow",2025-08-13
AIJ100455,LLM Engineer,NextGen AI,EdTech,Noida,14,2920408,Hybrid,Enterprise,Bachelor's,High,16,270,"Deep Learning, Excel, Power BI, Statistics, Tableau",2025-09-16
AIJ100456,Prompt Engineer,NextGen AI,EdTech,Hyderabad,5,3631874,Remote,Mid-size,PhD,Low,7,469,"Azure, LLMs, Power BI, Tableau, TensorFlow",2025-08-11
